pair_id,score
1,0.0026297236638546744
2,0.0011448136754596558
3,-0.0007814155286459837
4,0.00047769970674194583
15,0.0009922009655245867
18,0.00020912506048726168
20,0.00426587331502399
21,-0.0004449726561897081
48,0.0008195920062983707
49,0.0015551641819092682
50,7.010523797711045e-06
51,-0.0005882599479227338
56,-0.0015138686743490404
57,-0.002025693305173567
58,-0.0015006200717110456
59,-0.0019049696114736565
60,-0.001755251157724124
62,-0.0010340445091851925
63,-0.0017610026985205327
64,0.0018593117950151793
72,0.0006994564542089219
73,0.0002920141695229466
75,-0.0002762037821488791
76,0.00030654693249744145
78,0.006125796258766646
79,1.4269492295473289e-05
80,0.008936204870204766
81,0.0006558040818062408
82,0.00023455956829621278
83,-0.0010104675011317025
84,1.0442044125299381e-05
88,0.0003480953423500721
89,-2.1661986656739893e-05
90,-0.0003769011905707558
93,0.0006287287843553394
102,-0.000766908251368559
103,-0.00012200875258689499
104,0.0010232817536903129
106,0.00017349322190088378

